Id,Lista_Heroes
SS3 135,EBONY :  GANGER  DR. ALEXEI :  SCRIER :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  PUPPET MASTER/PHILLI :  HARKNESS  AGATHA :  MEPHISTO
SS3 130,REISS  JACOB :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  PUPPET MASTER/PHILLI :  GALACTUS/GALAN
SS3 132,SORRENTINO/SORRENTIN :  ROSE  JUSTICE :  GANGER  DR. ALEXEI :  GANGER  CARMEN :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  PUPPET MASTER/PHILLI :  ROSE  HENRIETTA :  SPIDER-MAN/PETER PARKER
SS3 131,SORRENTINO/SORRENTIN :  REISS  JACOB :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  PUPPET MASTER/PHILLI :  GALACTUS/GALAN
ST2 10/2,DR. STRANGE/STEPHEN
SS3 138,SORRENTINO/SORRENTIN :  GANGER  DR. ALEXEI :  THING/BENJAMIN J. GR :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  PUPPET MASTER/PHILLI :  COSMIC MESSIAH
SS3 137,SCRIER :  MASTERS  ALICIA REIS :  SILVER SURFER/NORRIN :  HARKNESS  AGATHA :  MEPHISTO
SS3 139,GARGOYLE II/ISAAC CH :  MASTERS  ALICIA REIS :  CORONER :  SILVER SURFER/NORRIN :  SEETAH
JIM 121/2,THOR/DR. DONALD BLAK :  LOKI [ASGARDIAN] :  BALDER [ASGARDIAN]
SM:L 2,CICERO  CAESAR BIG C :  DR. STRANGE/STEPHEN :  VASHTI :  LIZARD/DR. CURTIS CO :  WILSON  LOUIS :  BOOMERANG/FRED MYERS :  SUB-MARINER/NAMOR MA :  MAN-MOUNTAIN MARKO :  EEL II/EDWARD LAVELL :  SPIDER-MAN/PETER PARKER :  STACY  ARTHUR :  HAMMERHEAD
SM:L 3,DR. STRANGE/STEPHEN :  LIZARD/DR. CURTIS CO :  WILSON  LOUIS :  CONNORS  MARTHA :  BOOMERANG/FRED MYERS :  CONNORS  BILLY :  JAMESON  J. JONAH :  EEL II/EDWARD LAVELL :  SPIDER-MAN/PETER PARKER :  STACY  ARTHUR :  HAMMERHEAD
SM:L 1,CICERO  CAESAR BIG C :  DR. STRANGE/STEPHEN :  ROBERTSON  RANDY :  LIZARD/DR. CURTIS CO :  WILSON  LOUIS :  BOOMERANG/FRED MYERS :  MAN-MOUNTAIN MARKO :  JAMESON  J. JONAH :  JAMESON  MARLA MADIS :  EEL II/EDWARD LAVELL :  SPIDER-MAN/PETER PARKER :  STACY  ARTHUR :  HAMMERHEAD :  ROBERTSON  JOE
PWJ 49,PAYBACK/ :  PUNISHER II/FRANK CA
PWJ 48,PAYBACK/ :  PUNISHER II/FRANK CA
PWJ 47,VIPER II :  NOMAD III/JACK MONRO :  STRUCKER  ANDREAS :  DAREDEVIL/MATT MURDO :  STRUCKER  ANDREA :  CHAINSAW/ :  TOMBSTONE/LONNIE THO :  FONDOZZI  MICKEY :  MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA :  HAMMERHEAD
PWJ 51,PAYBACK/ :  MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 50,MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 39,MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 38,PUNISHER II/FRANK CA
PWJ 37,PUNISHER II/FRANK CA
PWJ 36,MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 46,VIPER II :  SILVERMANE/SILVIO MA :  BUCKY VI/ :  STRUCKER  ANDREAS :  CHAINSAW/ :  FONDOZZI  MICKEY :  MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 45,VIPER II :  SILVERMANE/SILVIO MA :  BUCKY VI/ :  STRUCKER  ANDREAS :  CHAINSAW/ :  FONDOZZI  MICKEY :  MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 44,PUNISHER II/FRANK CA
PWJ 43,MICROCHIP/LINUS LIEB :  PUNISHER II/FRANK CA
PWJ 42,PUNISHER II/FRANK CA
PWJ 41,PUNISHER II/FRANK CA
GUARD 1,ELECTRON :  BLACK WIDOW/NATASHA :  TELLIS :  TEMPEST/GRANNZ :  PRIMUS II :  EARTHQUAKE :  QUICKSILVER/PIETRO M :  MENTOR II :  NIGHTSIDE :  LILANDRA NERAMANI [S :  GLADIATOR II :  COMMANDO/M-NELL :  HERCULES [GREEK GOD] :  ORACLE/LADY SIBYL
PWJ 40,PUNISHER II/FRANK CA
GUARD 2,ELECTRON :  TELLIS :  TEMPEST/GRANNZ :  PRIMUS II :  EARTHQUAKE :  MENTOR II :  NIGHTSIDE :  LILANDRA NERAMANI [S :  GLADIATOR II :  JONES  RICHARD MILHO :  COMMANDO/M-NELL :  ORACLE/LADY SIBYL
GUARD 3,ELECTRON :  TELLIS :  TEMPEST/GRANNZ :  PRIMUS II :  EARTHQUAKE :  SUPREME INTELLIGENCE :  MENTOR II :  NIGHTSIDE :  JONES  MARLO CHANDLE :  GLADIATOR II :  JONES  RICHARD MILHO :  COMMANDO/M-NELL :  ORACLE/LADY SIBYL
SSOC 213/2,KULL
UX 187,WOLVERINE/LOGAN :  FORGE :  COLOSSUS II/PETER RA :  ADVERSARY :  STORM/ORORO MUNROE S :  ROGUE /
M/FAN 2/2,ANNIHILUS :  THING/BENJAMIN J. GR :  HUMAN TORCH/JOHNNY S :  INVISIBLE WOMAN/SUE :  MR. FANTASTIC/REED R
UX 186,FORGE :  GYRICH  HENRY PETER :  NIGHTCRAWLER/KURT WA :  STORM/ORORO MUNROE S :  COOPER  DR. VALERIE :  PROFESSOR X/CHARLES :  ROGUE /
UX 185,CYCLOPS/SCOTT SUMMER :  DESTINY II/IRENE ADL :  FORGE :  GYRICH  HENRY PETER :  STORM/ORORO MUNROE S :  MYSTIQUE/RAVEN DARKH :  SUMMERS  MADELYNE MA :  COOPER  DR. VALERIE :  PHOENIX III/RACHEL S :  PROFESSOR X/CHARLES :  ROGUE /
UX 184,FORGE :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  STORM/ORORO MUNROE S :  MYSTIQUE/RAVEN DARKH :  COOPER  DR. VALERIE :  NAZE :  PHOENIX III/RACHEL S :  PROFESSOR X/CHARLES :  SELENE :  ROGUE /
UX 189,TESSA :  NIGHTCRAWLER/KURT WA :  LELAND  HARRY :  LOCKHEED :  COLOSSUS II/PETER RA :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  BLACK KING/SEBASTIAN :  PHOENIX III/RACHEL S :  MAGMA/AMARA AQUILLA/ :  PROFESSOR X/CHARLES :  SELENE :  ROGUE /
UX 188,MAGNETO/MAGNUS/ERIC :  DAYTRIPPER/AMANDA SE :  FORGE :  NIGHTCRAWLER/KURT WA :  SUNSPOT/ROBERTO DACO :  SHADOWCAT 2013 :  COLOSSUS II/PETER RA :  ADVERSARY :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  FORRESTER  CAPT. ALE :  PHOENIX III/RACHEL S :  PROFESSOR X/CHARLES :  ROGUE /
UX 183,WOLVERINE/LOGAN :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  JUGGERNAUT/CAIN MARK :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  MYSTIQUE/RAVEN DARKH :  COOPER  DR. VALERIE :  SELENE :  ROGUE /
UX 182,BINARY/CAROL DANVERS :  DE LA FONTAINE  CONT :  TESSA :  ROSSI  COL. MICHAEL :  FURY  COL. NICHOLAS :  WHITE QUEEN/EMMA FRO :  BLACK KING/SEBASTIAN :  ROGUE /
UX 181,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  YASHIDA  MARIKO :  AMIKO :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  SUNFIRE/SHIRO YOSHID :  COLOSSUS II/PETER RA :  STORM/ORORO MUNROE S :  SUMMERS  MADELYNE MA :  KELLY  SEN. ROBERT E :  PROFESSOR X/CHARLES :  ROGUE /
UX 180,CYPHER/DOUG RAMSEY :  WOLVERINE/LOGAN :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  PROFESSOR X/CHARLES
UX 176,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  YASHIDA  MARIKO :  MASQUE :  GYRICH  HENRY PETER :  SUNDER :  CALLISTO :  PETRIE  JUDGE RICHAR :  SUMMERS  MADELYNE MA :  CALIBAN/ :  COOPER  DR. VALERIE
UX 175,BINARY/CAROL DANVERS :  DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  BEAST/HENRY &HANK& P :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  BANSHEE/SEAN CASSIDY :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAM'SELLE HEPZIBAH :  RAZA LONGKNIFE :  CR'REEE :  SUMMERS  MADELYNE MA :  LILANDRA NERAMANI [S :  MASTERMIND/JASON WYN :  HAVOK/ALEX SUMMERS :  MACTAGGERT  MOIRA KI :  SIKORSKY :  CORSAIR :  PROFESSOR X/CHARLES :  CH'OD :  ROGUE /
UX 174,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  YASHIDA  MARIKO :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAM'SELLE HEPZIBAH :  SILVER SAMURAI/KENYU :  RAZA LONGKNIFE :  CR'REEE :  SUMMERS  MADELYNE MA :  LILANDRA NERAMANI [S :  MASTERMIND/JASON WYN :  CORSAIR :  PROFESSOR X/CHARLES :  CH'OD :  ROGUE /
UX 173,VIPER II :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  YASHIDA  MARIKO :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  POLARIS/LORNA DANE :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  SILVER SAMURAI/KENYU :  SUMMERS  MADELYNE MA :  LILANDRA NERAMANI [S :  MASTERMIND/JASON WYN :  HAVOK/ALEX SUMMERS :  YUKIO :  CORSAIR :  PROFESSOR X/CHARLES :  ROGUE /
UX 179,DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  HEALER :  MASQUE :  NIGHTCRAWLER/KURT WA :  SUNDER :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  CALLISTO :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  LEECH :  CALIBAN/ :  PROFESSOR X/CHARLES :  ROGUE /
UX 178,DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  DESTINY II/IRENE ADL :  HEALER :  PYRO/ALLERDYCE JOHNN :  MASQUE :  NIGHTCRAWLER/KURT WA :  SUNDER :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  AVALANCHE/DOMINIC PE :  CALLISTO :  STORM/ORORO MUNROE S :  MYSTIQUE/RAVEN DARKH :  BLOB/FRED J. DUKES :  PROFESSOR X/CHARLES :  ROGUE /
UX 177,DAYTRIPPER/AMANDA SE :  CYCLOPS/SCOTT SUMMER :  DESTINY II/IRENE ADL :  PYRO/ALLERDYCE JOHNN :  NIGHTCRAWLER/KURT WA :  ARCADE/ :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  AVALANCHE/DOMINIC PE :  STORM/ORORO MUNROE S :  MYSTIQUE/RAVEN DARKH :  LILANDRA NERAMANI [S :  HAVOK/ALEX SUMMERS :  BLOB/FRED J. DUKES :  CORSAIR :  PROFESSOR X/CHARLES :  MISS LOCKE :  HUNTER  STEVIE :  ROGUE /
TOTZ 1/6,ZOMBIE/SIMON GARTH :  GARTH  DONNA
T '01,TAE :  STERIXIAN  ALMONNAS :  DESAK/DESAK STERIXIA :  SILENT ONE :  BETA RAY BILL :  KRONITT :  THOR/DR. DONALD BLAK :  PENNSU :  ENCHANTRESS/AMORA/HE :  STERIXIAN  LOATIA :  ZEUS :  HERCULES [GREEK GOD]
T '00,SIF :  KINCAID  DR. JANE FO :  DAREDEVIL/MATT MURDO :  THOR/DR. DONALD BLAK :  HESCAMAR/MARNOT [ASG :  BALDER [ASGARDIAN] :  FAIRMONT  HANNAH :  COLLINS  DEMITRIUS :  ODIN [ASGARDIAN]
UX 172,VIPER II :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  YASHIDA  MARIKO :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  SILVER SAMURAI/KENYU :  MASTERMIND/JASON WYN :  HAVOK/ALEX SUMMERS :  YUKIO :  ROGUE /
XF 7/2,WOLFSBANE/RAHNE SINC :  MULTIPLE MAN/JAMES A :  COOPER  DR. VALERIE
TOTZ 1/2,ZOMBIE/SIMON GARTH :  GARTH  DONNA
UX 171,BINARY/CAROL DANVERS :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  SUNDER :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  CALLISTO :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  SUMMERS  MADELYNE MA :  LILANDRA NERAMANI [S :  PROFESSOR X/CHARLES :  ROGUE /
XF 7/3,STRONG GUY/GUIDO CAR
UX 170,PLAGUE :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  DESTINY II/IRENE ADL :  MASQUE :  NIGHTCRAWLER/KURT WA :  SUNDER :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  CALLISTO :  STORM/ORORO MUNROE S :  MYSTIQUE/RAVEN DARKH :  SUMMERS  MADELYNE MA :  CALIBAN/ :  ROGUE /
UX 165,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  LILANDRA NERAMANI [S :  MACTAGGERT  MOIRA KI :  PROFESSOR X/CHARLES :  HUNTER  STEVIE
UX 164,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  LILANDRA NERAMANI [S :  PROFESSOR X/CHARLES
UX 163,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  POLARIS/LORNA DANE :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  LILANDRA NERAMANI [S :  HAVOK/ALEX SUMMERS :  MACTAGGERT  MOIRA KI :  CORSAIR
UX 162,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  DEATHBIRD [SHI'AR] :  FANG II :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  LILANDRA NERAMANI [S
UX 169,PLAGUE :  DAYTRIPPER/AMANDA SE :  ANGEL/WARREN KENNETH :  TESSA :  NIGHTCRAWLER/KURT WA :  SUNDER :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  CALLISTO :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  CALIBAN/ :  SOUTHERN  CANDY :  BLACK KING/SEBASTIAN :  PROFESSOR X/CHARLES
UX 168,DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  FORRESTER  CAPT. ALE :  SUMMERS  MADELYNE MA :  LILANDRA NERAMANI [S :  HAVOK/ALEX SUMMERS :  MACTAGGERT  MOIRA KI :  CORSAIR :  PROFESSOR X/CHARLES :  HUNTER  STEVIE
UX 167,BINARY/CAROL DANVERS :  WOLFSBANE/RAHNE SINC :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  MIRAGE II/DANIELLE M :  CANNONBALL II/SAM GU :  KARMA/XI'AN COY MANH :  THING/BENJAMIN J. GR :  NIGHTCRAWLER/KURT WA :  HUMAN TORCH/JOHNNY S :  SUNSPOT/ROBERTO DACO :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  MAM'SELLE HEPZIBAH :  RAZA LONGKNIFE :  INVISIBLE WOMAN/SUE :  CR'REEE :  LILANDRA NERAMANI [S :  MR. FANTASTIC/REED R :  MACTAGGERT  MOIRA KI :  GLADIATOR II :  SIKORSKY :  CORSAIR :  PROFESSOR X/CHARLES :  CH'OD
UX 166,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  LOCKHEED :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAM'SELLE HEPZIBAH :  LILANDRA NERAMANI [S :  CORSAIR
T 423/2,FANDRAL [ASGARDIAN] :  VOLSTAGG :  HEIMDALL [ASGARDIAN] :  YMIR :  BALDER [ASGARDIAN] :  HOGUN [ASGARDIAN] :  VIZIER :  ODIN [ASGARDIAN]
VT 2/4,SATANA
UX 161,MAGNETO/MAGNUS/ERIC :  BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  DEATHBIRD [SHI'AR] :  BARON STRUCKER/WOLFG :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAM'SELLE HEPZIBAH :  LILANDRA NERAMANI [S :  MACTAGGERT  MOIRA KI :  HALLER  GABRIELLE :  SIKORSKY :  CORSAIR :  PROFESSOR X/CHARLES
UX 160,WOLVERINE/LOGAN :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  S'YM :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  BELASCO :  RASPUTINA  ILLYANA I
UX 154,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  D'KEN [SHI'AR] :  ARAKI [SHI'AR] :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  MAM'SELLE HEPZIBAH :  RAZA LONGKNIFE :  LILANDRA NERAMANI [S :  SAMEDAR :  CORSAIR :  PROFESSOR X/CHARLES :  CH'OD
UX 153,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  PROFESSOR X/CHARLES
UX 152,DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  REESE  MURRAY :  NIGHTCRAWLER/KURT WA :  LELAND  HARRY :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  BLACK KING/SEBASTIAN :  MACON  ANGELO :  COLE  WADE :  PROFESSOR X/CHARLES :  HUNTER  STEVIE
UX 151,DAYTRIPPER/AMANDA SE :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  TESSA :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  WHITE QUEEN/EMMA FRO :  SENTINELS :  BLACK KING/SEBASTIAN :  PROFESSOR X/CHARLES :  PHOENIX II
UX 158,BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  CHEEVER  JOHN :  CORBEAU  DR. PETER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  POLARIS/LORNA DANE :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAGIK/ILLYANA RASPUT :  MAM'SELLE HEPZIBAH :  RAZA LONGKNIFE :  MYSTIQUE/RAVEN DARKH :  CR'REEE :  LILANDRA NERAMANI [S :  HAVOK/ALEX SUMMERS :  MACTAGGERT  MOIRA KI :  SIKORSKY :  KELLY  SEN. ROBERT E :  CORSAIR :  PROFESSOR X/CHARLES :  ORACLE/LADY SIBYL :  CH'OD :  ROGUE /
UX 157,WARSTAR :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  DEATHBIRD [SHI'AR] :  HUSSAR :  STARBOLT :  K'RK [SHI'AR] :  FANG II :  ARAKI [SHI'AR] :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  MAM'SELLE HEPZIBAH :  RAZA LONGKNIFE :  WALDO :  QUASAR II :  CR'REEE :  MENTOR II :  LILANDRA NERAMANI [S :  SAMEDAR :  GLADIATOR II :  SIKORSKY :  CORSAIR :  PROFESSOR X/CHARLES :  ORACLE/LADY SIBYL :  CH'OD
UX 156,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  D'KEN [SHI'AR] :  DEATHBIRD [SHI'AR] :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  TIGRA/GREER NELSON :  STORM/ORORO MUNROE S :  MAM'SELLE HEPZIBAH :  RAZA LONGKNIFE :  WALDO :  CR'REEE :  LILANDRA NERAMANI [S :  SAMEDAR :  HAVOK/ALEX SUMMERS :  SIKORSKY :  CORSAIR :  PROFESSOR X/CHARLES :  CH'OD
UX 155,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  DEATHBIRD [SHI'AR] :  ARAKI [SHI'AR] :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  TIGRA/GREER NELSON :  STORM/ORORO MUNROE S :  JARVIS  EDWIN :  SAMEDAR :  GLADIATOR II :  CORSAIR :  PROFESSOR X/CHARLES
UX 159,WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  POLARIS/LORNA DANE :  SHADOWCAT/KATHERINE :  DRACULA/VLAD TEPES :  STORM/ORORO MUNROE S :  WHYTE  HARMONY (HARM :  HAVOK/ALEX SUMMERS :  MACTAGGERT  MOIRA KI :  CORSAIR
KZ4 15,ZIRA :  PLUNDER  ADAM KYLE M :  NELSON  FRANKLIN FOG :  JAMEKA :  ZABU :  PUNISHER II/FRANK CA :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
KZ4 14,ZIRA :  PLUNDER  ADAM KYLE M :  ZABU :  HIGH EVOLUTIONARY/HE :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
KZ4 13,ZIRA :  PLUNDER  ADAM KYLE M :  ZABU :  HIGH EVOLUTIONARY/HE :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
KZ4 12,PLUNDER  ADAM KYLE M :  ZABU :  HIGH EVOLUTIONARY/HE :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
UX 150,MAGNETO/MAGNUS/ERIC :  BINARY/CAROL DANVERS :  WOLVERINE/LOGAN :  CYCLOPS/SCOTT SUMMER :  CORBEAU  DR. PETER :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  FORRESTER  CAPT. ALE :  REAGAN  RONALD :  MACTAGGERT  MOIRA KI :  PROFESSOR X/CHARLES
KZ4 11,ZIRA :  PLUNDER  ADAM KYLE M :  ZABU :  DUGAN  TIMOTHY ALOYI :  THANOS :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
KZ4 10,ZIRA :  BLACK BOLT/BLACKANTO :  PLUNDER  ADAM KYLE M :  GORGON [INHUMAN] :  UATU :  ZABU :  DUGAN  TIMOTHY ALOYI :  KARNAK [INHUMAN] :  CRYSTAL [INHUMAN] :  ISAAC :  MEDUSA/MEDUSALITH AM :  LOCKJAW [INHUMAN] :  PLUNDERER/LORD EDGAR :  THANOS :  SHANNA/SHANNA O'HARA :  KA-ZAR/KEVIN PLUNDER
UX 143,WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  CYCLOPS/SCOTT SUMMER :  YASHIDA  MARIKO :  NIGHTCRAWLER/KURT WA :  PRYDE  CARMEN :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  STORM/ORORO MUNROE S :  PRYDE  TERRI :  FORRESTER  CAPT. ALE :  PROFESSOR X/CHARLES
UX 142,WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  DESTINY II/IRENE ADL :  PYRO/ALLERDYCE JOHNN :  COLOSSUS 2013 :  GYRICH  HENRY PETER :  NIGHTCRAWLER/KURT WA :  SHADOWCAT 2013 :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  AVALANCHE/DOMINIC PE :  STORM/ORORO MUNROE S :  STORM 2013 :  MYSTIQUE/RAVEN DARKH :  WOLVERINE 2013 :  BLACK KING/SEBASTIAN :  REAGAN  RONALD :  MACTAGGERT  MOIRA KI :  PHOENIX III/RACHEL S :  KELLY  SEN. ROBERT E :  BLOB/FRED J. DUKES :  PROFESSOR X/CHARLES
UX 141,WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  DESTINY II/IRENE ADL :  PYRO/ALLERDYCE JOHNN :  COLOSSUS 2013 :  NIGHTCRAWLER/KURT WA :  SHADOWCAT 2013 :  COLOSSUS II/PETER RA :  RICHARDS  FRANKLIN 2 :  SHADOWCAT/KATHERINE :  AVALANCHE/DOMINIC PE :  STORM/ORORO MUNROE S :  STORM 2013 :  LANE  LOIS :  MYSTIQUE/RAVEN DARKH :  WOLVERINE 2013 :  MACTAGGERT  MOIRA KI :  PHOENIX III/RACHEL S :  KELLY  SEN. ROBERT E :  BLOB/FRED J. DUKES :  PROFESSOR X/CHARLES
UX 140,WOLVERINE/LOGAN :  ANGEL/WARREN KENNETH :  HUDSON  HEATHER :  GUARDIAN/JAMES MACDO :  SNOWBIRD/NARYA/ANNE :  NIGHTCRAWLER/KURT WA :  COLOSSUS II/PETER RA :  SHADOWCAT/KATHERINE :  WENDIGO II/GEORGES B :  STORM/ORORO MUNROE S :  SHAMAN/MICHAEL TWOYO :  BLOB/FRED J. DUKES :  PROFESSOR X/CHARLES :  HUNTER  STEVIE
